t_s,raw_u16,voltage_V
222.773,46921,2.362696
222.825,46909,2.362092
222.877,46939,2.363603
222.929,46987,2.36602
222.981,47021,2.367732
223.033,47015,2.36743
223.085,46961,2.36471
223.137,46955,2.364408
223.189,47027,2.368034
223.241,47047,2.369041
223.293,47009,2.367128
223.345,46971,2.365214
223.397,46941,2.363703
223.449,46961,2.36471
223.501,46993,2.366322
223.553,46965,2.364912
223.605,46879,2.360581
223.657,46851,2.359171
223.709,46875,2.36038
223.76,46905,2.36189
223.812,46901,2.361689
223.864,46861,2.359675
223.916,46841,2.358668
223.968,46869,2.360078
224.02,46915,2.362394
224.072,46905,2.36189
224.124,46889,2.361085
224.176,46839,2.358567
224.228,46859,2.359574
224.28,46891,2.361186
224.332,46907,2.361991
224.384,46879,2.360581
224.436,46855,2.359373
224.488,46867,2.359977
224.54,46885,2.360884
224.592,46897,2.361488
224.644,46831,2.358164
224.696,46797,2.356452
224.748,46779,2.355546
224.8,46817,2.357459
224.852,46809,2.357057
224.904,46761,2.35464
224.956,46695,2.351316
225.008,46725,2.352827
225.06,46783,2.355747
225.112,46785,2.355848
225.164,46737,2.353431
225.216,46693,2.351215
225.268,46717,2.352424
225.32,46773,2.355244
225.372,46797,2.356452
225.424,46745,2.353834
225.476,46711,2.352122
225.528,46725,2.352827
225.58,46781,2.355647
225.632,46785,2.355848
225.684,46735,2.35333
225.736,46691,2.351114
225.788,46713,2.352222
225.84,46757,2.354438
225.892,46773,2.355244
225.944,46679,2.35051
225.996,46617,2.347388
226.048,46563,2.344669
226.1,46561,2.344568
226.152,46529,2.342957
226.204,46487,2.340842
226.256,46453,2.33913
226.308,46467,2.339835
226.36,46571,2.345072
226.412,46649,2.349
226.464,46767,2.354942
226.516,46881,2.360682
226.568,46977,2.365516
226.62,47063,2.369846
226.672,47223,2.377903
226.724,47339,2.383745
226.776,47481,2.390895
226.828,47659,2.399858
226.88,47865,2.410231
226.932,48059,2.42
226.983,48335,2.433898
227.035,48565,2.44548
227.087,48747,2.454644
227.139,48985,2.466628
227.191,49209,2.477908
227.243,49395,2.487274
227.295,49591,2.497144
227.347,49841,2.509732
227.399,50161,2.525846
227.451,50546,2.545232
227.503,50886,2.562353
227.555,51198,2.578064
227.607,51498,2.59317
227.658,51834,2.610089
227.71,52122,2.624591
227.762,52330,2.635065
227.814,52404,2.638792
227.866,52474,2.642316
227.918,52578,2.647553
227.97,52670,2.652186
228.022,52742,2.655811
228.074,52750,2.656214
228.126,52774,2.657423
228.178,52840,2.660746
228.23,52928,2.665177
228.282,52986,2.668098
228.334,52990,2.6683
228.386,53008,2.669206
228.438,53066,2.672126
228.49,53150,2.676356
228.542,53178,2.677766
228.594,53158,2.676759
228.646,53150,2.676356
228.698,53166,2.677162
228.75,53202,2.678974
228.802,53196,2.678672
228.854,53152,2.676457
228.906,53104,2.67404
228.958,53132,2.67545
229.01,53190,2.67837
229.062,53196,2.678672
229.114,53168,2.677262
229.166,53154,2.676558
229.218,53192,2.678471
229.27,53160,2.67686
229.322,52962,2.66689
229.374,52674,2.652387
229.426,52346,2.635871
229.478,52094,2.623182
229.53,51870,2.611902
229.582,51592,2.597903
229.634,51274,2.58189
229.686,51066,2.571417
229.738,51036,2.569906
229.79,51068,2.571518
229.842,51092,2.572726
229.894,51064,2.571316
229.946,51062,2.571215
229.998,51106,2.573431
230.05,51162,2.576251
230.102,51176,2.576956
230.154,51150,2.575647
230.206,51122,2.574237
230.258,51170,2.576654
230.31,51204,2.578366
230.362,51206,2.578466
230.414,51178,2.577056
230.466,51148,2.575546
230.518,51166,2.576452
230.57,51212,2.578768
230.622,51220,2.579172
230.674,51166,2.576452
230.726,51152,2.575747
230.778,51156,2.575949
230.83,51202,2.578265
230.882,51210,2.578668
230.934,51174,2.576855
230.986,51148,2.575546
231.038,51166,2.576452
231.09,51218,2.57907
231.142,51220,2.579172
231.194,51170,2.576654
231.246,51156,2.575949
231.298,51192,2.577762
231.35,51224,2.579373
231.402,51228,2.579574
231.454,51206,2.578466
231.506,51182,2.577258
231.558,51216,2.57897
231.609,51282,2.582293
231.661,51268,2.581588
231.713,51230,2.579675
231.765,51202,2.578265
231.817,51214,2.578869
231.869,51244,2.58038
231.92,51266,2.581488
231.972,51216,2.57897
232.023,51164,2.576352
232.075,51148,2.575546
232.127,51156,2.575949
232.179,51200,2.578164
232.231,51188,2.57756
232.282,51174,2.576855
232.334,51138,2.575042
232.386,51120,2.574136
232.438,51148,2.575546
232.49,51178,2.577056
232.542,51168,2.576553
232.594,51108,2.573532
232.646,51094,2.572827
232.698,51096,2.572928
232.75,51112,2.573733
232.802,51130,2.57464
232.854,51098,2.573028
232.906,51068,2.571518
232.958,51060,2.571115
233.01,51108,2.573532
233.062,51106,2.573431
233.114,51058,2.571014
233.166,51032,2.569704
233.218,51060,2.571115
233.27,51092,2.572726
233.322,51076,2.57192
233.374,51038,2.570007
233.426,51012,2.568698
233.478,51034,2.569805
233.53,51082,2.572222
233.582,51082,2.572222
233.634,51042,2.570208
233.686,51018,2.569
233.738,51062,2.571215
233.79,51132,2.57474
233.842,51132,2.57474
233.894,51090,2.572625
233.946,51068,2.571518
233.998,51102,2.57323
234.05,51142,2.575244
234.102,51140,2.575143
234.154,51088,2.572524
234.206,51060,2.571115
234.258,51086,2.572424
234.31,51130,2.57464
234.362,51110,2.573632
234.414,51058,2.571014
234.466,51036,2.569906
234.518,51068,2.571518
234.57,51110,2.573632
234.622,51106,2.573431
234.674,51058,2.571014
234.726,51030,2.569604
234.778,51074,2.57182
234.83,51120,2.574136
234.882,51136,2.574942
234.934,51076,2.57192
234.986,51042,2.570208
235.038,51088,2.572524
235.09,51144,2.575344
235.142,51132,2.57474
235.194,51070,2.571618
235.246,51046,2.57041
235.298,51052,2.570712
235.35,51094,2.572827
235.402,51100,2.573129
235.454,51056,2.570913
235.506,51046,2.57041
235.558,51144,2.575344
235.61,51260,2.581186
235.662,51330,2.58471
235.714,51366,2.586523
235.766,51432,2.589847
235.818,51588,2.597702
235.87,51760,2.606363
235.922,51898,2.613312
235.974,51976,2.61724
236.026,52082,2.622577
236.078,52206,2.628821
236.13,52350,2.636072
236.182,52492,2.643222
236.234,52584,2.647855
236.286,52682,2.65279
236.337,52796,2.65853
236.389,52942,2.665882
236.441,53026,2.670112
236.493,53114,2.674543
236.545,53226,2.680183
236.597,53356,2.686729
236.649,53522,2.695088
236.701,53632,2.700627
236.753,53734,2.705763
236.805,53878,2.713014
236.857,54109,2.724646
236.909,54385,2.738544
236.961,54593,2.749018
237.013,54745,2.756672
237.065,54895,2.764225
237.117,55085,2.773793
237.169,55301,2.784669
237.221,55429,2.791115
237.273,55485,2.793934
237.325,55497,2.794539
237.377,55575,2.798466
237.429,55671,2.8033
237.481,55669,2.8032
237.533,55635,2.801488
237.585,55571,2.798265
237.637,55559,2.797661
237.689,55569,2.798164
237.741,55541,2.796754
237.793,55471,2.79323
237.845,55355,2.787388
237.897,55371,2.788194
237.949,55425,2.790913
238.001,55443,2.79182
238.053,55421,2.790712
238.105,55421,2.790712
238.157,55475,2.793431
238.209,55545,2.796956
238.261,55607,2.800078
238.313,55593,2.799373
238.365,55605,2.799977
238.417,55677,2.803602
238.469,55765,2.808034
238.521,55789,2.809242
238.573,55775,2.808538
238.625,55783,2.80894
238.677,55881,2.813875
238.729,55977,2.818709
238.781,55971,2.818407
238.833,55899,2.814782
238.885,55877,2.813674
238.937,55929,2.816292
238.989,55971,2.818407
239.041,55959,2.817803
239.093,55905,2.815084
239.145,55861,2.812868
239.197,55865,2.813069
239.249,55931,2.816393
239.301,55923,2.81599
239.353,55869,2.813271
239.405,55881,2.813875
239.457,55919,2.815788
239.509,55971,2.818407
239.561,55979,2.81881
239.613,55977,2.818709
239.665,55977,2.818709
239.717,56025,2.821126
239.769,56065,2.82314
239.821,56029,2.821328
239.873,55981,2.81891
239.925,55907,2.815184
239.977,55903,2.814983
240.029,55913,2.815486
240.081,55863,2.812968
240.133,55773,2.808437
240.185,55739,2.806725
240.237,55741,2.806825
240.289,55757,2.807631
240.341,55767,2.808134
240.393,55717,2.805617
240.445,55699,2.804711
240.497,55723,2.805919
240.549,55769,2.808236
240.601,55747,2.807128
240.653,55705,2.805013
240.705,55675,2.803502
240.757,55687,2.804106
240.809,55735,2.806523
240.861,55731,2.806322
240.913,55727,2.80612
240.965,55703,2.804912
241.017,55753,2.80743
241.069,55807,2.810149
241.121,55817,2.810652
241.173,55811,2.81035
241.225,55747,2.807128
241.277,55635,2.801488
241.329,55517,2.795546
241.381,55371,2.788194
241.433,55153,2.777217
241.485,54971,2.768052
241.537,54853,2.76211
241.589,54713,2.75506
241.641,54613,2.750025
241.693,54579,2.748313
241.745,54553,2.747004
241.797,54581,2.748414
241.849,54653,2.752039
241.901,54677,2.753248
241.953,54627,2.75073
242.004,54619,2.750327
242.056,54641,2.751435
242.108,54657,2.752241
242.16,54661,2.752442
242.212,54631,2.750932
242.264,54547,2.746702
242.316,54557,2.747205
242.368,54617,2.750226
242.42,54647,2.751737
242.472,54607,2.749723
242.524,54575,2.748112
242.576,54573,2.748011
242.628,54607,2.749723
242.68,54655,2.75214
242.731,54625,2.75063
242.783,54573,2.748011
242.835,54565,2.747608
242.887,54619,2.750327
242.939,54661,2.752442
242.991,54655,2.75214
243.042,54613,2.750025
243.094,54599,2.74932
243.146,54631,2.750932
243.198,54671,2.752946
243.25,54659,2.752342
243.302,54607,2.749723
243.354,54525,2.745594
243.406,54541,2.7464
243.458,54533,2.745997
243.51,54551,2.746903
243.562,54503,2.744486
243.614,54463,2.742472
243.666,54481,2.743378
243.718,54519,2.745292
243.77,54577,2.748212
243.822,54535,2.746098
243.874,54535,2.746098
243.926,54551,2.746903
243.978,54605,2.749622
244.03,54633,2.751032
244.082,54605,2.749622
244.134,54551,2.746903
244.186,54555,2.747105
244.238,54603,2.749522
244.29,54635,2.751133
244.342,54619,2.750327
244.394,54583,2.748514
244.446,54573,2.748011
244.498,54603,2.749522
244.55,54645,2.751636
244.602,54625,2.75063
244.654,54591,2.748917
244.706,54551,2.746903
244.758,54573,2.748011
244.81,54583,2.748514
244.862,54585,2.748615
244.914,54539,2.746299
244.966,54535,2.746098
245.018,54571,2.74791
245.07,54591,2.748917
245.122,54607,2.749723
245.174,54569,2.74781
245.226,54565,2.747608
245.278,54585,2.748615
245.33,54611,2.749924
245.382,54591,2.748917
245.434,54559,2.747306
245.486,54557,2.747205
245.538,54599,2.74932
245.59,54623,2.750528
245.642,54607,2.749723
245.694,54569,2.74781
245.746,54587,2.748716
245.798,54619,2.750327
245.85,54639,2.751334
245.902,54617,2.750226
245.954,54573,2.748011
246.006,54565,2.747608
246.058,54589,2.748817
246.11,54603,2.749522
246.162,54571,2.74791
246.214,54535,2.746098
246.266,54533,2.745997
246.318,54565,2.747608
246.37,54591,2.748917
246.422,54555,2.747105
246.474,54551,2.746903
246.526,54557,2.747205
246.578,54587,2.748716
246.63,54609,2.749824
246.682,54593,2.749018
246.734,54549,2.746802
246.786,54555,2.747105
246.838,54605,2.749622
246.89,54611,2.749924
246.942,54589,2.748817
246.994,54551,2.746903
247.046,54551,2.746903
247.098,54559,2.747306
247.15,54593,2.749018
247.202,54561,2.747407
247.254,54527,2.745695
247.306,54513,2.74499
247.358,54555,2.747105
247.41,54579,2.748313
247.462,54555,2.747105
247.514,54541,2.7464
247.566,54535,2.746098
247.618,54575,2.748112
247.67,54605,2.749622
247.722,54577,2.748212
247.774,54541,2.7464
247.826,54543,2.7465
247.878,54577,2.748212
247.93,54605,2.749622
247.982,54591,2.748917
248.034,54553,2.747004
248.086,54543,2.7465
248.138,54595,2.749119
248.19,54619,2.750327
248.242,54599,2.74932
248.294,54563,2.747507
248.346,54569,2.74781
248.398,54611,2.749924
248.45,54639,2.751334
248.502,54613,2.750025
248.554,54559,2.747306
248.606,54553,2.747004
248.658,54583,2.748514
248.71,54607,2.749723
248.762,54575,2.748112
248.814,54531,2.745896
248.866,54495,2.744084
248.918,54533,2.745997
248.97,54569,2.74781
249.022,54533,2.745997
249.074,54499,2.744285
249.126,54503,2.744486
249.178,54535,2.746098
249.23,54531,2.745896
249.282,54553,2.747004
249.334,54517,2.745191
249.386,54513,2.74499
249.438,54565,2.747608
249.49,54589,2.748817
249.542,54565,2.747608
249.594,54531,2.745896
249.646,54547,2.746702
249.698,54567,2.747709
249.75,54591,2.748917
249.802,54539,2.746299
249.854,54513,2.74499
249.906,54509,2.744788
249.958,54541,2.7464
250.01,54585,2.748615
250.062,54575,2.748112
250.114,54539,2.746299
250.166,54531,2.745896
250.218,54591,2.748917
250.27,54599,2.74932
250.322,54537,2.746198
250.374,54501,2.744386
250.426,54475,2.743076
250.478,54511,2.744889
250.53,54525,2.745594
250.582,54519,2.745292
250.634,54487,2.74368
250.686,54487,2.74368
250.738,54565,2.747608
250.79,54587,2.748716
250.842,54579,2.748313
250.894,54513,2.74499
250.946,54523,2.745493
250.998,54547,2.746702
251.05,54577,2.748212
251.102,54575,2.748112
251.154,54557,2.747205
251.206,54551,2.746903
251.258,54575,2.748112
251.31,54631,2.750932
251.362,54605,2.749622
251.414,54567,2.747709
251.466,54561,2.747407
251.518,54575,2.748112
251.57,54581,2.748414
251.622,54567,2.747709
251.674,54529,2.745796
251.726,54519,2.745292
251.778,54555,2.747105
251.83,54583,2.748514
251.882,54563,2.747507
251.934,54543,2.7465
251.986,54537,2.746198
252.038,54567,2.747709
252.09,54591,2.748917
252.142,54575,2.748112
252.194,54541,2.7464
252.246,54537,2.746198
252.298,54567,2.747709
252.35,54579,2.748313
252.402,54569,2.74781
252.454,54537,2.746198
252.506,54533,2.745997
252.558,54567,2.747709
252.61,54591,2.748917
252.662,54573,2.748011
252.714,54547,2.746702
252.766,54541,2.7464
252.818,54565,2.747608
252.87,54597,2.74922
252.922,54577,2.748212
252.974,54533,2.745997
253.026,54527,2.745695
253.078,54557,2.747205
253.13,54603,2.749522
253.182,54577,2.748212
253.234,54525,2.745594
253.286,54493,2.743982
253.338,54547,2.746702
253.39,54609,2.749824
253.442,54577,2.748212
253.494,54537,2.746198
253.546,54503,2.744486
253.598,54559,2.747306
253.65,54599,2.74932
253.702,54603,2.749522
253.754,54541,2.7464
253.806,54499,2.744285
253.858,54533,2.745997
253.91,54573,2.748011
253.962,54575,2.748112
254.014,54523,2.745493
254.066,54517,2.745191
254.118,54541,2.7464
254.17,54573,2.748011
254.222,54553,2.747004
254.274,54523,2.745493
254.326,54493,2.743982
254.378,54497,2.744184
254.43,54491,2.743882
254.482,54471,2.742875
254.534,54427,2.740659
254.586,54441,2.741364
254.638,54469,2.742774
254.69,54517,2.745191
254.742,54515,2.74509
254.794,54483,2.743479
254.846,54515,2.74509
254.898,54553,2.747004
254.95,54595,2.749119
255.002,54553,2.747004
255.054,54521,2.745392
255.106,54493,2.743982
255.158,54523,2.745493
255.21,54555,2.747105
255.262,54535,2.746098
255.314,54507,2.744688
255.366,54501,2.744386
255.418,54539,2.746299
255.47,54573,2.748011
255.522,54577,2.748212
255.574,54553,2.747004
255.626,54551,2.746903
255.678,54565,2.747608
255.73,54585,2.748615
255.782,54571,2.74791
255.834,54537,2.746198
255.886,54529,2.745796
255.938,54539,2.746299
255.99,54555,2.747105
256.042,54533,2.745997
256.094,54507,2.744688
256.146,54497,2.744184
256.198,54519,2.745292
256.25,54543,2.7465
256.302,54545,2.746601
256.354,54505,2.744587
256.406,54499,2.744285
256.458,54525,2.745594
256.51,54539,2.746299
256.562,54525,2.745594
256.614,54493,2.743982
256.666,54479,2.743278
256.718,54491,2.743882
256.77,54531,2.745896
256.822,54503,2.744486
256.874,54473,2.742976
256.926,54477,2.743177
256.978,54509,2.744788
257.03,54521,2.745392
257.082,54511,2.744889
257.134,54485,2.74358
257.186,54471,2.742875
257.238,54505,2.744587
257.29,54541,2.7464
257.342,54527,2.745695
257.394,54473,2.742976
257.446,54475,2.743076
257.498,54503,2.744486
257.55,54517,2.745191
257.602,54507,2.744688
257.654,54467,2.742673
257.706,54437,2.741162
257.758,54463,2.742472
257.81,54515,2.74509
257.862,54507,2.744688
257.914,54491,2.743882
257.966,54487,2.74368
258.018,54509,2.744788
258.07,54559,2.747306
258.122,54559,2.747306
258.174,54555,2.747105
258.226,54533,2.745997
258.278,54559,2.747306
258.33,54585,2.748615
258.382,54573,2.748011
258.434,54539,2.746299
258.486,54517,2.745191
258.538,54545,2.746601
258.59,54559,2.747306
258.642,54553,2.747004
258.694,54519,2.745292
258.746,54495,2.744084
258.798,54513,2.74499
258.85,54525,2.745594
258.902,54507,2.744688
258.954,54473,2.742976
259.006,54451,2.741868
259.058,54473,2.742976
259.11,54535,2.746098
259.162,54505,2.744587
259.214,54477,2.743177
259.266,54497,2.744184
259.318,54529,2.745796
259.37,54575,2.748112
259.422,54565,2.747608
259.474,54533,2.745997
259.526,54493,2.743982
259.578,54537,2.746198
259.63,54575,2.748112
259.682,54557,2.747205
259.734,54523,2.745493
259.786,54481,2.743378
259.838,54505,2.744587
259.89,54547,2.746702
259.942,54529,2.745796
259.994,54495,2.744084
260.046,54457,2.74217
260.103,54439,2.741263
260.155,54445,2.741566
260.207,54485,2.74358
260.259,54481,2.743378
260.311,54461,2.742371
260.363,54457,2.74217
260.415,54465,2.742573
260.467,54491,2.743882
260.519,54545,2.746601
260.571,54569,2.74781
260.623,54523,2.745493
260.675,54513,2.74499
260.727,54519,2.745292
260.779,54559,2.747306
260.831,54591,2.748917
260.883,54571,2.74791
260.935,54531,2.745896
260.987,54531,2.745896
261.039,54571,2.74791
261.091,54603,2.749522
261.143,54565,2.747608
261.195,54521,2.745392
261.247,54515,2.74509
261.299,54547,2.746702
261.351,54567,2.747709
261.403,54539,2.746299
261.455,54513,2.74499
261.507,54473,2.742976
261.559,54529,2.745796
261.611,54561,2.747407
261.663,54533,2.745997
261.715,54497,2.744184
261.767,54489,2.743781
261.819,54525,2.745594
261.871,54541,2.7464
261.923,54533,2.745997
261.975,54459,2.742271
262.027,54449,2.741767
262.079,54487,2.74368
262.131,54513,2.74499
262.183,54501,2.744386
262.235,54465,2.742573
262.287,54459,2.742271
262.339,54507,2.744688
262.391,54563,2.747507
262.443,54539,2.746299
262.495,54499,2.744285
262.547,54493,2.743982
262.599,54513,2.74499
262.651,54541,2.7464
262.703,54511,2.744889
262.755,54477,2.743177
262.807,54461,2.742371
262.859,54505,2.744587
262.911,54527,2.745695
262.963,54521,2.745392
263.015,54489,2.743781
263.067,54483,2.743479
263.119,54521,2.745392
263.171,54521,2.745392
263.223,54521,2.745392
263.275,54479,2.743278
263.327,54477,2.743177
263.379,54493,2.743982
263.431,54533,2.745997
263.483,54517,2.745191
263.535,54483,2.743479
263.587,54493,2.743982
263.639,54519,2.745292
263.691,54553,2.747004
263.743,54525,2.745594
263.795,54507,2.744688
263.847,54495,2.744084
263.899,54497,2.744184
263.951,54545,2.746601
264.003,54525,2.745594
264.055,54485,2.74358
264.107,54477,2.743177
264.159,54513,2.74499
264.211,54535,2.746098
264.263,54515,2.74509
264.315,54505,2.744587
264.367,54479,2.743278
264.419,54507,2.744688
264.471,54531,2.745896
264.523,54537,2.746198
264.575,54515,2.74509
264.627,54507,2.744688
264.679,54547,2.746702
264.731,54589,2.748817
264.783,54707,2.754758
264.835,54915,2.765232
264.887,55133,2.77621
264.939,55345,2.786885
264.991,55579,2.798668
265.043,55787,2.809142
265.095,55965,2.818105
265.147,56171,2.828478
265.199,56275,2.833715
265.251,56283,2.834118
265.303,56269,2.833413
265.355,56249,2.832406
265.407,56205,2.83019
265.458,56199,2.829888
265.51,56223,2.831096
265.562,56219,2.830895
265.614,56185,2.829183
265.666,56171,2.828478
265.718,56163,2.828075
265.77,56183,2.829082
265.822,56213,2.830593
265.874,56209,2.830392
265.926,56175,2.828679
265.978,56165,2.828176
